date,strategy_id,equity,daily_return,drawdown,exposure
2018-01-02,agentic_candidate_v1,10000.0,0.0,0.0,0.0
2018-01-03,agentic_candidate_v1,9996.454723148372,-0.00035452768516272483,0.00035452768516275324,0.5
2018-01-04,agentic_candidate_v1,10000.542553690148,0.00040892803048561905,0.0,1.0
2018-01-05,agentic_candidate_v1,10028.00643231717,0.0027462388644992064,0.0,1.0
2018-01-08,agentic_candidate_v1,10056.40276951852,0.0028317031299298634,0.0,1.0
2018-01-09,agentic_candidate_v1,10085.717359103606,0.002915017452755686,0.0,1.0
2018-01-10,agentic_candidate_v1,10115.932995340629,0.0029958836998094096,0.0,1.0
2018-01-11,agentic_candidate_v1,10147.02947473418,0.003074010020417628,0.0,1.0
2018-01-12,agentic_candidate_v1,10178.98360568392,0.003149111868582244,0.0,1.0
2018-01-15,agentic_candidate_v1,10109.97939027133,-0.006779086997846906,0.006779086997847017,1.0
2018-01-16,agentic_candidate_v1,10102.071302149356,-0.0007822061565806422,0.007555990510841992,1.0
2018-01-17,agentic_candidate_v1,10124.771370317516,0.0022470706738459967,0.005325898681684871,1.0
2018-01-18,agentic_candidate_v1,10147.80013733,0.002274497484456406,0.0030635149403823725,1.0
2018-01-19,agentic_candidate_v1,10171.139753796491,0.0022999680867417105,0.0007705928402368389,1.0
2018-01-22,agentic_candidate_v1,10194.771198111168,0.0023233821269494914,0.0,1.0
2018-01-23,agentic_candidate_v1,10218.674321973529,0.0023446454459703503,0.0,1.0
2018-01-24,agentic_candidate_v1,10242.827900187227,0.0023636704187508517,0.0,1.0
2018-01-25,agentic_candidate_v1,10267.209684679516,0.002380376272049123,0.0,1.0
2018-01-26,agentic_candidate_v1,10291.796462667626,0.0023946893794131174,0.0,1.0
2018-01-29,agentic_candidate_v1,10316.564118881113,0.002406543532349259,0.0,1.0
2018-01-30,agentic_candidate_v1,10341.487701730981,0.0024158801867235624,0.0,1.0
2018-01-31,agentic_candidate_v1,10366.541493297284,0.002422648683526374,0.0,1.0
2018-02-01,agentic_candidate_v1,10391.699082987108,0.0024268064432184655,0.0,1.0
2018-02-02,agentic_candidate_v1,10416.933444694325,0.0024283191329634857,0.0,1.0
2018-02-05,agentic_candidate_v1,10442.217017271569,0.0024271608061507965,0.0,1.0
2018-02-06,agentic_candidate_v1,10467.521788103657,0.002423314013703548,0.0,1.0
2018-02-07,agentic_candidate_v1,10492.819379550181,0.0024167698867629817,0.0,1.0
2018-02-08,agentic_candidate_v1,10518.081138003656,0.0024075281904412105,0.0,1.0
2018-02-09,agentic_candidate_v1,10543.278225288452,0.002395597348432199,0.0,1.0
2018-02-12,agentic_candidate_v1,10568.381712105074,0.0023809944383721415,0.0,1.0
2018-02-13,agentic_candidate_v1,10593.362673204287,0.002363745157936359,0.0,1.0
2018-02-14,agentic_candidate_v1,10618.192283956529,0.002343883761767973,0.0,1.0
2018-02-15,agentic_candidate_v1,10642.84191796407,0.002321452969427318,0.0,1.0
2018-02-16,agentic_candidate_v1,10667.283245346713,0.002296503844653408,0.0,1.0
2018-02-19,agentic_candidate_v1,10691.488331316863,0.002269095646326713,0.0,1.0
2018-02-20,agentic_candidate_v1,10715.429734646541,0.002239295651621287,0.0,1.0
2018-02-21,agentic_candidate_v1,10739.080605617699,0.0022071789519264584,0.0,1.0
2018-02-22,agentic_candidate_v1,10762.414783038257,0.0021728282222177597,0.0,1.0
2018-02-23,agentic_candidate_v1,10785.406889899596,0.002136333464639817,0.0,1.0
2018-02-26,agentic_candidate_v1,10808.032427247308,0.0020977917271625124,0.0,1.0
2018-02-27,agentic_candidate_v1,10830.267865835578,0.0020573067982487814,0.0,1.0
2018-02-28,agentic_candidate_v1,10852.090735137053,0.0020149888785592207,0.0,1.0
2018-03-01,agentic_candidate_v1,10873.479709284491,0.0019709542307995154,0.0,1.0
2018-03-02,agentic_candidate_v1,10894.414689527699,0.0019253248088864083,0.0,1.0
2018-03-05,agentic_candidate_v1,10914.876882799681,0.0018782278676845454,0.0,1.0
2018-03-06,agentic_candidate_v1,10934.848875999169,0.0018297955546306977,0.0,1.0
2018-03-07,agentic_candidate_v1,10954.314705612967,0.0017801644846253684,0.0,1.0
2018-03-08,agentic_candidate_v1,10973.25992232066,0.001729475299626415,0.0,1.0
2018-03-09,agentic_candidate_v1,10991.671650246151,0.001677872214440157,0.0,1.0
2018-03-12,agentic_candidate_v1,11009.538640545035,0.0016255025502407427,0.0,1.0
2018-03-13,agentic_candidate_v1,11026.851319043806,0.0015725162574036222,0.0,1.0
2018-03-14,agentic_candidate_v1,11043.601827676232,0.0015190654292669414,0.0,1.0
2018-03-15,agentic_candidate_v1,11059.784059493531,0.0014653038084682102,0.0,1.0
2018-03-16,agentic_candidate_v1,11075.393687058186,0.001411386287533789,0.0,1.0
2018-03-19,agentic_candidate_v1,11090.428184065864,0.0013574684054118435,0.0,1.0
2018-03-20,agentic_candidate_v1,11104.886840075907,0.0013037058416569547,0.0,1.0
2018-03-21,agentic_candidate_v1,11118.770768267652,0.0012502539099847887,0.0,1.0
2018-03-22,agentic_candidate_v1,11132.082906177391,0.0011972670529130092,0.0,1.0
2018-03-23,agentic_candidate_v1,11144.828009408559,0.001144898339204392,0.0,1.0
2018-03-26,agentic_candidate_v1,11157.01263834546,0.0010932989658176684,0.0,1.0
2018-03-27,agentic_candidate_v1,11168.645137938309,0.0010426177660558533,0.0,1.0
2018-03-28,agentic_candidate_v1,11179.735610664042,0.0009930007255813944,0.0,1.0
2018-03-29,agentic_candidate_v1,11190.295882803162,0.0009445905079408234,0.0,1.0
2018-03-30,agentic_candidate_v1,11200.339464207254,0.0008975259912051836,0.0,1.0
2018-04-02,agentic_candidate_v1,11209.881501764812,0.0008519418173038584,0.0,1.0
2018-04-03,agentic_candidate_v1,11218.938726804014,0.0008079679555734742,0.0,1.0
2018-04-04,agentic_candidate_v1,11227.529396700147,0.0007657292820049122,0.0,1.0
2018-04-05,agentic_candidate_v1,11235.6732309821,0.00072534517561329,0.0,1.0
2018-04-06,agentic_candidate_v1,11243.39134225666,0.0006869291332964877,0.0,1.0
2018-04-09,agentic_candidate_v1,11250.706162291033,0.0006505884044862853,0.0,1.0
2018-04-10,agentic_candidate_v1,11257.641363612991,0.0006164236468286788,0.0,1.0
2018-04-11,agentic_candidate_v1,11264.221777004213,0.0005845286040548903,0.0,1.0
2018-04-12,agentic_candidate_v1,11270.47330527571,0.0005549898071306458,0.0,1.0
2018-04-13,agentic_candidate_v1,11276.422833724606,0.0005278862996918043,0.0,1.0
2018-04-16,agentic_candidate_v1,11282.098137679206,0.0005032893886904866,0.0,1.0
2018-04-17,agentic_candidate_v1,11287.527787543897,0.0004812624210879246,0.0,1.0
2018-04-18,agentic_candidate_v1,11292.741051757503,0.0004618605873429882,0.0,1.0
2018-04-19,agentic_candidate_v1,11297.767798077999,0.0004451307523529735,0.0,1.0
2018-04-20,agentic_candidate_v1,11302.638393603313,0.0004311113144086498,0.0,1.0
2018-04-23,agentic_candidate_v1,11279.524023639317,-0.0020450419768430882,0.002045041976842965,0.25
2018-04-24,agentic_candidate_v1,11277.582011754785,-0.0001721714391903495,0.0022168613182129704,0.25
2018-04-25,agentic_candidate_v1,11275.624139513598,-0.00017360744875502543,0.0023900839033302868,0.25
2018-04-26,agentic_candidate_v1,11273.65824480094,-0.00017434908155275486,0.00256401627594971,0.25
2018-04-27,agentic_candidate_v1,11271.692145879117,-0.00017439759828882795,0.002737966715958051,0.25
2018-04-30,agentic_candidate_v1,11269.733616823982,-0.00017375643601577617,0.002911247412635376,0.25
2018-05-01,agentic_candidate_v1,11267.790363217351,-0.00017243119249335526,0.0030831766152656925,0.25
